Sample_ID,State,Water_Source,pH,Temperature_C,Turbidity_NTU,Dissolved_Oxygen_mgL,BOD_mgL,COD_mgL,Total_Dissolved_Solids_mgL,Electrical_Conductivity_uScm,Total_Hardness_mgL,Calcium_mgL,Magnesium_mgL,Chloride_mgL,Sulfate_mgL,Nitrate_mgL,Fluoride_mgL,Total_Coliform_MPN100mL,Lead_mgL,Sampling_Date,WQI_Score,WQI_Class
WQ1412,Delhi,Tap,7.11,15.1,5.59,4.96,4.58,2.76,524.7,1030.5,216.0,64.62,40.6,23.23,39.52,1.61,0.33,102.0,0.0093,2024-11-15,89.4,Good
WQ1413,Maharashtra,Reservoir,6.48,25.6,8.7,7.41,1.75,11.25,741.1,847.6,346.1,120.04,16.43,38.39,60.64,3.13,0.5,366.0,0.0034,2024-10-30,87.57,Good
WQ1414,Gujarat,Pond,6.61,21.5,2.53,9.92,1.99,6.42,331.8,218.1,314.7,38.42,36.17,120.28,400.0,0.4,1.81,71.0,0.0159,2024-09-28,93.48,Excellent
WQ1415,Maharashtra,Reservoir,8.19,23.6,0.85,7.9,4.51,43.74,538.0,818.5,181.6,111.0,46.73,54.3,28.57,24.04,0.07,37.0,0.016,2025-11-20,79.45,Good
WQ1416,Odisha,Tap,8.07,25.7,6.7,8.92,1.45,0.83,136.4,1021.9,117.2,110.11,39.58,176.01,27.94,6.96,0.02,141.0,0.0149,2024-04-23,86.97,Good
WQ1417,Odisha,Pond,7.69,21.6,2.24,6.53,1.76,49.0,541.4,444.0,221.1,57.57,26.27,34.02,92.44,13.49,0.56,147.0,0.0074,2025-02-10,87.72,Good
WQ1418,Maharashtra,Pond,6.33,20.6,5.56,8.5,1.42,35.79,371.3,989.6,401.5,52.55,21.02,36.88,81.87,4.4,1.79,87.0,0.0033,2024-01-26,90.66,Excellent
WQ1419,Maharashtra,Pond,6.95,24.2,1.58,7.56,1.37,7.06,297.5,911.3,364.6,42.7,6.66,175.67,65.67,18.69,2.75,100.0,0.0166,2024-08-24,90.61,Excellent
WQ1420,Kerala,Tap,8.17,18.6,0.42,5.1,2.24,31.15,297.9,1255.6,138.8,58.29,28.73,49.94,31.11,5.28,0.4,481.0,0.0021,2024-11-05,84.27,Good
WQ1421,Delhi,Reservoir,7.31,18.6,24.52,7.64,4.96,0.63,371.3,574.7,133.2,24.83,11.62,58.07,19.57,6.83,0.38,198.0,0.0034,2025-11-14,79.62,Good
WQ1422,Maharashtra,Reservoir,9.06,27.4,0.85,5.02,1.35,68.14,526.5,370.7,377.5,58.09,15.48,32.37,46.92,5.41,0.62,18.0,0.002,2024-08-20,85.62,Good
WQ1423,Karnataka,Pond,7.51,18.3,22.29,5.73,2.23,14.96,187.6,591.5,136.4,97.42,10.71,25.91,104.46,10.57,0.49,36.0,0.0112,2025-07-02,83.89,Good
WQ1424,Bihar,Lake,7.35,27.3,18.92,7.38,3.33,7.23,370.6,1130.7,300.9,44.72,19.48,85.36,107.61,6.69,0.6,557.0,0.0116,2024-09-21,80.0,Good
WQ1425,Bihar,Groundwater,6.95,26.3,7.89,7.59,0.94,9.01,441.7,151.5,188.4,53.98,24.66,10.21,5.74,2.54,1.24,194.0,0.0106,2024-01-13,93.27,Excellent
WQ1426,Haryana,Tap,7.31,15.4,5.39,4.62,0.98,1.37,230.2,79.5,411.7,17.47,28.28,169.14,27.96,1.26,0.82,370.0,0.0054,2025-05-10,91.28,Excellent
WQ1427,Rajasthan,Groundwater,7.08,20.6,4.31,9.11,8.13,90.84,809.3,726.8,173.0,69.35,17.79,120.84,31.25,7.45,0.41,54.0,0.0011,2024-11-11,83.34,Good
WQ1428,Odisha,Groundwater,7.77,30.0,10.05,8.14,3.86,0.8,279.3,567.2,364.3,66.61,37.83,16.93,189.97,5.37,0.37,203.0,0.0242,2025-09-09,83.7,Good
WQ1429,Punjab,Reservoir,7.97,19.1,1.71,5.59,2.58,21.28,316.1,702.3,268.5,61.59,22.5,94.74,56.66,0.81,0.61,188.0,0.0071,2025-09-29,88.64,Good
WQ1430,MadhyaPradesh,Reservoir,6.57,21.7,3.15,3.92,3.13,11.69,254.3,983.6,275.2,54.58,15.55,73.83,26.15,4.03,0.36,52.0,0.0052,2025-01-18,90.48,Excellent
WQ1431,Assam,Lake,6.14,26.3,4.83,6.71,0.09,59.49,809.7,534.2,53.0,52.68,27.72,16.32,1.32,5.79,0.37,120.0,0.0089,2025-10-03,91.18,Excellent
WQ1432,Punjab,Groundwater,5.73,27.9,2.65,6.11,2.89,5.65,560.6,138.1,29.7,72.55,48.56,25.53,41.66,14.03,0.01,148.0,0.0021,2024-11-11,82.83,Good
WQ1433,Rajasthan,Groundwater,7.61,22.7,2.79,7.23,2.14,15.19,262.7,1313.3,227.9,59.28,29.02,42.07,5.05,0.63,0.11,98.0,0.0014,2024-09-12,91.73,Excellent
WQ1434,MadhyaPradesh,Pond,6.32,21.0,2.0,6.27,2.37,13.17,671.2,400.8,274.7,67.87,20.65,96.12,89.92,3.43,0.4,263.0,0.0052,2025-03-16,88.79,Good
WQ1435,Kerala,Reservoir,5.48,31.1,4.15,2.99,1.34,24.27,490.1,382.3,137.5,65.37,6.67,81.45,69.82,13.84,1.04,268.0,0.0026,2024-04-24,82.31,Good
WQ1436,Delhi,Groundwater,7.51,32.7,9.5,6.22,0.25,1.41,501.5,1031.1,141.1,88.09,22.37,60.78,30.86,8.36,0.2,285.0,0.0028,2024-10-25,88.87,Good
WQ1437,UP,Well,9.19,28.9,1.13,6.39,0.64,4.31,381.1,584.7,306.1,76.92,27.82,117.02,28.04,2.74,0.44,244.0,0.0223,2024-05-03,84.49,Good
WQ1438,Delhi,Lake,7.2,24.4,13.62,8.27,9.03,4.83,300.1,681.0,306.3,64.82,20.35,113.48,113.82,14.93,0.25,100.0,0.0076,2024-09-12,75.89,Good
WQ1439,Punjab,Well,7.87,20.0,5.84,5.6,1.58,26.8,517.6,844.8,236.2,97.96,5.02,76.96,17.02,5.44,0.07,72.0,0.0066,2025-10-12,89.18,Good
WQ1440,Punjab,Well,7.27,19.8,8.67,10.36,1.89,4.19,341.0,1025.1,328.0,70.51,14.79,123.71,14.32,5.52,1.91,267.0,0.0117,2025-12-18,88.89,Good
WQ1441,MadhyaPradesh,Tap,7.12,26.6,4.06,3.18,0.16,17.04,813.4,600.0,132.6,92.62,42.45,32.55,140.01,30.04,1.16,101.0,0.0303,2024-02-16,87.92,Good
WQ1442,MadhyaPradesh,Tap,7.94,26.1,7.56,9.62,0.11,4.85,196.1,1156.0,214.4,75.17,42.21,170.46,82.84,23.52,0.05,42.0,0.0012,2025-12-29,85.39,Good
WQ1443,Odisha,Lake,6.97,31.0,0.08,6.55,3.79,39.56,757.2,59.3,414.8,13.95,14.36,76.34,85.91,3.55,0.76,106.0,0.0179,2025-04-07,92.02,Excellent
WQ1444,Kerala,Well,7.41,27.3,8.53,8.72,2.32,57.01,427.7,927.9,256.8,92.62,33.07,138.24,10.86,1.21,0.26,23.0,0.0088,2024-12-15,91.32,Excellent
WQ1445,Odisha,Groundwater,7.46,16.5,0.2,7.16,2.13,14.62,509.8,448.1,262.6,63.38,10.86,63.22,7.73,3.15,3.16,176.0,0.0016,2024-05-02,91.74,Excellent
WQ1446,Rajasthan,Reservoir,6.67,29.3,11.03,9.28,0.84,8.69,616.6,1111.7,480.6,58.7,41.85,19.72,1.32,0.25,0.22,61.0,0.0035,2024-01-31,93.1,Excellent
WQ1447,Maharashtra,Lake,7.99,19.0,24.12,6.23,4.1,5.33,324.0,742.6,110.1,67.03,27.94,62.54,13.53,0.17,0.16,45.0,0.0066,2024-02-24,81.16,Good
WQ1448,Delhi,Pond,7.06,22.1,1.74,4.8,0.55,1.02,622.8,498.1,329.6,51.38,36.4,37.1,74.4,4.03,0.5,470.0,0.0117,2024-06-01,92.44,Excellent
WQ1449,MadhyaPradesh,Well,6.6,25.3,1.18,9.84,0.63,6.25,20.0,898.9,416.4,65.68,4.42,95.65,13.72,22.64,1.08,225.0,0.0028,2025-03-31,87.66,Good
WQ1450,TamilNadu,Lake,7.63,34.0,7.25,6.77,1.85,21.24,306.0,968.0,217.5,45.2,33.13,51.67,65.3,16.41,0.13,232.0,0.0077,2024-10-12,84.66,Good
WQ1451,Rajasthan,River,6.48,39.5,1.46,7.44,1.01,15.25,265.2,892.6,336.0,91.86,24.91,144.69,14.51,5.73,0.74,147.0,0.0115,2024-02-05,92.26,Excellent
WQ1452,Karnataka,River,7.22,27.0,10.03,9.47,0.85,57.66,199.3,391.1,151.8,57.16,35.22,90.67,25.15,6.66,0.04,274.0,0.006,2024-09-12,89.88,Good
WQ1453,Kerala,Tap,7.19,23.1,0.54,4.94,3.11,10.09,407.0,554.8,181.3,50.44,35.98,92.3,204.21,0.05,1.51,214.0,0.0199,2024-06-26,92.07,Excellent
WQ1454,Punjab,Reservoir,8.07,26.7,0.67,8.19,3.16,23.67,527.1,698.8,288.5,36.88,25.79,19.59,14.04,1.94,0.05,137.0,0.0204,2025-07-01,87.76,Good
WQ1455,Odisha,Groundwater,7.58,28.4,19.35,5.82,5.22,13.44,590.5,687.6,329.9,66.72,17.79,332.07,23.61,0.2,1.47,487.0,0.0064,2024-09-10,78.53,Good
WQ1456,Rajasthan,Reservoir,7.18,22.4,5.6,6.74,1.62,14.37,498.2,924.9,362.1,64.68,34.36,147.45,17.91,11.24,0.4,32.0,0.0361,2025-05-22,91.3,Excellent
WQ1457,Assam,Reservoir,7.85,33.0,9.38,7.14,0.23,6.23,316.9,95.5,407.0,69.71,24.28,124.47,5.81,1.26,0.36,431.0,0.0008,2025-11-04,87.9,Good
WQ1458,Delhi,Reservoir,8.31,25.2,1.96,4.0,0.96,12.14,523.8,800.3,243.3,34.32,14.53,32.06,33.66,16.26,2.17,77.0,0.0,2024-01-21,85.77,Good
WQ1459,MadhyaPradesh,Reservoir,7.65,26.5,5.64,5.44,11.74,12.73,474.9,613.0,369.4,19.97,13.96,61.37,23.8,8.25,2.79,113.0,0.0048,2024-03-15,73.84,Good
WQ1460,Punjab,Pond,7.21,27.3,4.51,9.7,2.72,24.53,637.2,448.4,215.8,75.64,7.27,11.8,59.35,2.08,0.63,20.0,0.0092,2025-12-19,92.69,Excellent
WQ1461,UP,Pond,6.15,26.1,4.62,8.77,3.71,56.48,605.4,477.3,340.2,97.12,18.88,61.86,85.08,1.37,0.08,117.0,0.0099,2025-04-04,87.22,Good
WQ1462,Assam,Tap,6.35,28.2,5.74,6.87,0.02,7.99,456.1,635.6,270.7,34.34,38.23,12.62,39.29,7.9,0.42,142.0,0.0065,2024-06-26,91.21,Excellent
WQ1463,Kerala,Lake,6.96,20.9,4.28,7.49,2.19,0.86,270.5,50.0,294.6,99.74,27.13,64.42,1.64,18.49,0.45,911.0,0.0013,2025-01-16,80.57,Good
WQ1464,Rajasthan,River,6.71,21.2,2.8,6.41,0.11,13.72,319.4,489.6,292.4,67.1,18.64,83.69,48.24,10.14,0.43,554.0,0.0019,2024-02-06,88.96,Good
WQ1465,Gujarat,Reservoir,7.05,18.5,1.61,9.71,2.53,15.73,340.0,437.3,89.5,59.82,34.66,39.57,2.85,3.43,0.51,509.0,0.0191,2024-04-29,89.35,Good
WQ1466,Punjab,Tap,7.25,26.2,7.32,6.6,7.61,3.69,386.9,859.8,137.6,50.06,15.01,55.22,47.9,7.08,0.01,64.0,0.0202,2025-09-21,82.38,Good
WQ1467,Delhi,Lake,7.62,27.9,1.28,7.46,10.37,28.58,503.6,458.3,260.3,25.39,26.14,166.77,57.76,2.98,0.75,711.0,0.0112,2024-01-01,72.96,Good
WQ1468,Haryana,River,7.14,26.3,5.89,9.29,2.33,83.9,593.0,635.5,81.3,84.69,22.84,9.19,11.02,56.56,0.75,91.0,0.0109,2025-12-21,76.16,Good
WQ1469,TamilNadu,Well,7.59,32.4,1.33,5.45,1.84,58.29,439.8,1162.7,333.1,40.61,34.35,125.51,85.56,11.05,0.07,286.0,0.0091,2024-11-06,87.72,Good
WQ1470,WestBengal,Groundwater,7.25,24.0,4.91,10.12,8.7,4.39,453.2,998.3,337.2,40.5,6.07,14.98,121.0,7.62,0.51,37.0,0.0023,2024-07-26,81.57,Good
WQ1471,Assam,Pond,5.62,27.3,6.87,3.94,3.36,41.65,478.7,970.7,282.7,84.8,14.8,2.99,83.86,4.4,0.5,106.0,0.0056,2024-06-02,83.62,Good
WQ1472,Maharashtra,Well,6.45,18.5,1.23,10.26,0.2,24.38,346.8,550.0,137.9,12.93,5.34,16.42,18.2,7.7,0.69,507.0,0.0119,2025-11-13,89.2,Good
WQ1473,WestBengal,River,7.08,22.1,0.31,6.25,1.88,12.1,264.9,862.9,388.0,21.91,21.88,115.87,44.17,3.34,0.05,441.0,0.0077,2024-11-10,91.28,Excellent
WQ1474,Delhi,Well,6.23,27.5,0.7,6.51,0.82,15.56,98.9,629.8,453.7,59.55,39.54,41.55,123.15,0.23,0.59,173.0,0.0002,2024-11-02,92.91,Excellent
WQ1475,Karnataka,Groundwater,7.68,28.2,4.66,3.22,1.9,37.89,311.0,641.2,264.7,67.33,18.93,164.78,19.33,4.02,0.2,240.0,0.0307,2025-05-18,88.75,Good
WQ1476,Odisha,Tap,8.42,22.5,9.47,6.09,1.82,13.08,544.6,822.9,301.1,72.12,18.87,59.51,85.75,21.33,0.42,29.0,0.0186,2025-09-10,80.64,Good
WQ1477,Karnataka,River,8.18,23.6,0.23,4.92,2.62,9.34,309.4,520.9,270.2,52.46,35.46,2.0,1.0,7.87,0.89,192.0,0.003,2025-10-16,85.82,Good
WQ1478,Haryana,Well,7.03,16.4,6.62,5.78,1.32,13.59,402.4,1147.9,303.0,123.26,37.82,100.9,1.0,0.7,0.73,144.0,0.0096,2025-06-03,94.23,Excellent
WQ1479,Assam,Pond,8.39,22.2,2.09,6.73,0.54,17.31,543.3,652.0,238.0,54.3,23.94,9.34,71.3,17.3,0.08,14.0,0.0257,2025-08-28,86.28,Good
WQ1480,Maharashtra,Pond,7.32,28.5,3.26,8.92,2.1,4.19,554.1,885.5,246.5,54.23,33.22,124.62,71.66,2.51,0.54,18.0,0.001,2024-04-06,93.34,Excellent
WQ1481,Gujarat,Lake,6.93,26.9,13.22,7.42,5.32,46.23,234.1,1136.7,340.6,40.08,12.08,14.72,77.79,2.24,2.09,17.0,0.007,2025-05-04,86.86,Good
WQ1482,Haryana,Well,6.71,26.5,2.02,7.62,3.27,22.43,649.4,1009.5,484.6,63.1,41.54,33.9,132.98,2.82,0.1,193.0,0.0061,2024-01-07,90.26,Excellent
WQ1483,Assam,Reservoir,6.96,24.2,3.13,4.81,1.24,20.06,675.5,277.3,110.0,75.37,50.78,114.59,6.27,6.89,1.15,23.0,0.0053,2024-01-12,94.7,Excellent
WQ1484,Bihar,Well,6.89,24.0,0.07,5.24,8.22,2.1,224.0,833.5,239.6,90.09,31.25,246.73,13.2,6.29,0.73,95.0,0.0181,2025-05-28,84.26,Good
WQ1485,WestBengal,Tap,7.34,20.7,0.43,10.6,7.3,18.54,285.2,955.2,132.0,22.77,1.0,37.15,117.03,5.41,0.89,66.0,0.0048,2024-12-14,84.94,Good
WQ1486,Haryana,River,7.33,27.5,1.5,5.53,0.7,2.58,688.2,967.6,409.2,53.85,18.3,141.47,9.75,10.11,0.2,120.0,0.0007,2024-01-07,92.62,Excellent
WQ1487,WestBengal,River,7.2,26.1,0.14,10.31,0.12,1.64,420.6,366.0,191.2,71.17,32.35,16.94,57.32,3.04,0.2,184.0,0.0007,2025-05-14,96.03,Excellent
WQ1488,Punjab,Tap,7.55,26.5,4.99,6.51,4.06,14.99,20.0,502.9,105.7,74.68,19.94,131.68,37.8,12.19,1.42,173.0,0.0004,2025-04-19,84.28,Good
WQ1489,Karnataka,Well,8.15,21.4,2.78,7.0,5.27,10.31,170.1,998.4,313.8,60.16,40.27,85.72,4.34,1.54,0.27,109.0,0.0053,2025-06-07,83.96,Good
WQ1490,Punjab,Tap,7.96,13.2,3.97,9.14,10.31,17.77,400.1,471.5,424.4,73.56,32.06,17.13,16.79,12.21,0.04,94.0,0.0127,2024-02-26,73.94,Good
WQ1491,TamilNadu,Groundwater,6.01,29.5,0.96,9.54,6.62,1.87,217.4,610.1,316.4,39.78,16.52,28.82,36.74,8.72,0.55,76.0,0.0023,2025-08-12,81.46,Good
WQ1492,Bihar,Tap,5.16,21.6,1.75,6.78,2.75,11.28,367.3,1172.8,270.5,98.95,25.39,11.3,95.65,9.2,0.08,297.0,0.0104,2025-08-08,80.42,Good
WQ1493,Maharashtra,Pond,7.95,19.7,5.45,6.22,2.27,3.84,456.5,685.7,290.9,84.82,14.27,38.63,61.47,5.26,0.96,60.0,0.0116,2024-08-20,88.03,Good
WQ1494,Gujarat,Tap,6.11,27.5,16.81,6.89,0.08,87.01,742.5,482.0,391.5,26.38,22.81,18.22,48.63,8.8,0.62,45.0,0.0029,2024-01-30,87.3,Good
WQ1495,Kerala,River,7.02,22.0,0.26,7.68,0.85,16.47,391.9,436.7,162.6,33.12,18.34,82.63,34.26,0.67,1.25,204.0,0.0092,2025-01-01,96.31,Excellent
WQ1496,WestBengal,Pond,6.26,29.3,11.05,8.78,1.85,23.26,664.5,799.8,238.8,33.83,39.1,416.31,17.74,15.26,0.92,67.0,0.0115,2025-08-29,84.96,Good
WQ1497,Gujarat,River,5.76,27.1,4.3,7.01,2.97,7.87,735.8,300.1,204.7,76.95,50.39,2.0,6.35,0.46,0.07,282.0,0.0063,2024-02-25,85.1,Good
WQ1498,WestBengal,Lake,7.63,27.4,4.15,8.24,2.44,1.99,736.9,625.8,133.2,27.88,7.83,62.28,26.3,1.29,0.29,60.0,0.0041,2024-01-10,90.96,Excellent
WQ1499,Delhi,Reservoir,7.81,17.2,3.47,10.28,4.07,74.49,507.0,800.0,217.2,51.72,1.92,68.2,1.45,6.88,0.89,182.0,0.0097,2024-05-26,84.92,Good
WQ1500,Haryana,River,6.74,30.1,0.36,7.76,0.98,6.74,57.3,1089.7,360.8,71.37,22.06,196.47,11.85,10.76,0.32,7.0,0.0381,2024-12-29,93.82,Excellent
WQ1501,TamilNadu,Pond,5.13,25.3,0.47,7.62,2.5,11.03,542.2,900.3,306.7,58.35,6.78,56.42,28.32,0.63,2.15,73.0,0.0056,2025-08-21,85.84,Good
WQ1502,Karnataka,Lake,6.76,22.2,4.59,3.96,0.28,20.99,659.7,485.8,314.4,66.47,25.55,62.77,27.12,20.28,0.8,63.0,0.005,2024-09-09,90.29,Excellent
WQ1503,Kerala,River,7.51,24.7,2.08,1.74,1.6,0.5,433.8,1053.5,264.6,33.35,33.99,51.04,2.27,29.08,0.01,254.0,0.0062,2025-11-29,83.16,Good
WQ1504,MadhyaPradesh,Groundwater,6.02,15.1,12.46,7.78,4.16,33.24,798.9,610.1,302.3,74.87,42.93,25.06,44.47,7.45,1.27,512.0,0.0008,2024-09-09,77.77,Good
WQ1505,WestBengal,Tap,7.35,26.0,2.61,6.81,3.55,15.38,622.0,329.3,169.9,44.67,27.42,4.61,39.89,5.25,0.06,93.0,0.0081,2025-03-18,89.64,Good
WQ1506,Gujarat,Reservoir,7.19,18.9,0.77,5.97,14.01,6.52,563.7,648.4,219.0,51.88,22.68,42.03,4.07,10.82,0.09,261.0,0.004,2024-12-05,71.95,Good
WQ1507,TamilNadu,River,7.66,17.2,6.27,7.49,0.98,1.27,667.3,1131.5,269.2,65.94,1.26,4.32,143.38,3.18,0.8,180.0,0.0013,2025-05-30,90.6,Excellent
WQ1508,UP,Lake,7.3,16.4,1.74,6.88,2.07,3.55,516.7,749.6,277.8,62.58,25.31,63.97,5.23,5.44,1.2,513.0,0.0063,2024-12-18,88.11,Good
WQ1509,Kerala,Groundwater,6.42,29.6,3.73,9.26,1.2,45.08,20.0,703.8,282.0,60.6,25.86,29.37,96.49,19.83,0.46,250.0,0.0,2025-09-15,85.73,Good
WQ1510,UP,Well,8.16,20.9,5.98,7.17,1.74,23.17,350.2,1191.2,236.2,41.23,32.67,61.02,1.0,24.93,0.2,12.0,0.0051,2025-12-05,82.2,Good
WQ1511,Punjab,Lake,7.07,31.7,11.53,5.51,5.83,5.75,689.4,270.6,212.3,52.51,16.5,11.54,106.97,20.95,0.26,187.0,0.0011,2025-10-14,79.29,Good
WQ1512,Karnataka,Tap,7.18,21.3,7.86,8.98,3.46,1.36,288.5,314.3,565.8,60.05,19.78,215.8,1.0,2.44,0.25,115.0,0.0002,2024-11-18,89.67,Good
WQ1513,Odisha,Lake,6.45,15.5,5.64,6.57,6.42,23.46,405.3,215.2,340.7,25.62,7.26,179.94,70.9,2.12,0.24,2.0,0.0174,2024-05-19,85.27,Good
WQ1514,Odisha,Groundwater,6.85,18.4,5.69,8.05,0.68,16.99,241.0,811.8,291.3,48.44,1.0,16.86,22.45,2.83,0.17,43.0,0.0248,2025-03-20,95.24,Excellent
WQ1515,MadhyaPradesh,Lake,6.49,30.2,14.59,6.05,6.2,10.37,806.8,749.9,226.7,69.69,11.7,33.66,67.01,4.66,0.56,382.0,0.0023,2024-04-04,78.56,Good
WQ1516,Delhi,Groundwater,7.06,23.2,1.75,5.7,0.18,9.04,786.3,1162.8,204.9,28.06,6.16,76.05,25.69,3.02,1.38,391.0,0.0078,2025-07-06,94.09,Excellent
WQ1517,Gujarat,River,8.57,21.3,0.01,7.17,6.58,4.89,273.2,773.0,236.9,88.91,29.04,8.05,3.68,3.75,0.22,241.0,0.0033,2025-02-23,78.74,Good
WQ1518,Assam,Groundwater,6.1,24.8,1.59,7.03,1.2,22.15,479.5,578.8,279.3,91.74,18.78,35.03,72.94,7.75,0.12,601.0,0.0068,2025-05-28,84.89,Good
WQ1519,MadhyaPradesh,Groundwater,5.91,26.5,1.23,7.96,1.13,70.58,313.9,700.5,62.0,28.87,18.54,23.13,3.7,11.5,1.09,246.0,0.0057,2024-05-29,86.58,Good
WQ1520,Haryana,Reservoir,8.38,29.6,5.42,6.46,2.15,3.86,573.0,735.3,93.1,93.94,13.19,197.7,127.63,10.64,0.81,2.0,0.0031,2025-07-06,85.04,Good
WQ1521,Haryana,Groundwater,7.03,31.2,5.02,3.33,8.47,18.18,551.9,198.5,186.3,56.41,1.0,153.12,2.62,13.47,1.6,51.0,0.0121,2024-12-16,81.09,Good
WQ1522,Gujarat,Groundwater,6.66,22.2,4.5,6.13,0.15,11.04,612.3,1513.1,270.7,70.46,43.1,69.37,32.63,0.26,0.11,5.0,0.0014,2024-04-25,96.6,Excellent
WQ1523,Assam,Well,8.03,17.4,0.08,8.59,1.3,11.84,516.4,856.0,226.1,47.58,13.0,58.78,64.19,0.39,0.09,15.0,0.0005,2025-09-23,92.61,Excellent
WQ1524,Maharashtra,River,6.72,21.9,6.52,6.41,5.83,5.86,1037.1,763.0,397.8,83.08,20.05,213.57,24.98,12.46,0.47,37.0,0.0146,2024-08-24,83.79,Good
WQ1525,Delhi,Tap,8.66,25.3,1.95,6.51,1.51,34.87,244.4,884.5,101.8,70.15,7.54,215.56,12.25,6.09,0.57,105.0,0.011,2024-09-26,85.97,Good
WQ1526,TamilNadu,Reservoir,7.74,19.2,5.47,8.97,0.67,13.28,107.9,912.8,174.9,39.65,36.66,278.76,71.17,6.9,0.39,282.0,0.0069,2024-10-17,88.76,Good
WQ1527,WestBengal,Well,6.81,19.2,4.07,5.58,1.66,15.68,371.4,657.8,402.0,30.87,26.72,10.72,76.69,0.43,0.55,297.0,0.0063,2025-03-09,92.24,Excellent
WQ1528,Assam,Pond,8.93,25.7,2.1,3.91,1.46,7.27,136.4,510.6,263.1,23.49,15.08,14.0,128.0,2.36,0.12,144.0,0.0069,2024-01-09,85.38,Good
WQ1529,Odisha,River,6.72,23.8,0.72,6.68,7.41,4.01,151.5,879.8,338.5,64.7,20.29,90.34,23.59,8.14,0.39,395.0,0.0057,2025-09-21,80.88,Good
WQ1530,Kerala,River,7.79,24.2,0.5,6.03,4.31,1.8,249.7,815.7,455.1,74.31,45.14,62.37,35.29,15.68,0.64,104.0,0.005,2025-04-19,83.69,Good
WQ1531,Maharashtra,Pond,7.44,20.2,8.9,5.07,2.11,25.04,265.6,457.0,180.6,76.27,24.12,2.0,22.56,19.91,0.34,330.0,0.0069,2025-06-05,82.69,Good
WQ1532,WestBengal,Tap,8.24,22.8,12.53,6.65,13.36,4.37,259.1,1125.7,240.1,57.05,22.82,5.12,14.86,5.55,0.68,91.0,0.0075,2025-06-20,67.43,Medium
WQ1533,WestBengal,Groundwater,8.45,19.4,5.25,7.98,1.88,23.43,553.6,788.0,222.8,31.08,13.7,175.2,69.52,6.31,0.36,49.0,0.0118,2025-11-15,85.97,Good
WQ1534,Maharashtra,Well,7.23,28.5,0.55,6.98,0.18,9.9,348.8,918.9,54.5,42.95,2.27,162.53,20.75,14.32,0.24,372.0,0.0124,2024-01-11,90.4,Excellent
WQ1535,Punjab,Lake,6.6,29.2,2.57,7.61,0.91,10.75,414.1,1117.6,219.0,88.81,23.08,35.36,27.94,6.17,0.22,74.0,0.0047,2025-09-04,93.27,Excellent
WQ1536,UP,Reservoir,7.57,14.8,6.53,10.63,1.72,12.67,628.8,706.6,338.1,47.88,28.91,177.35,25.85,5.82,0.32,105.0,0.0053,2024-11-22,89.82,Good
WQ1537,WestBengal,Lake,6.66,19.4,7.57,6.31,0.51,9.17,296.7,795.1,304.1,63.59,38.2,72.05,62.35,18.84,0.01,60.0,0.0047,2025-08-17,89.01,Good
WQ1538,Maharashtra,Pond,8.81,16.5,0.63,7.56,8.84,2.12,397.1,943.0,311.9,33.11,1.0,131.15,124.93,12.48,0.66,163.0,0.0077,2024-10-02,72.13,Good
WQ1539,Assam,River,7.31,20.7,0.0,5.98,4.37,7.41,523.2,482.5,212.4,68.41,11.5,44.61,54.94,19.18,1.12,796.0,0.006,2025-01-04,78.18,Good
WQ1540,Maharashtra,Tap,6.91,23.6,6.23,5.31,0.94,21.8,61.7,716.2,184.4,48.56,18.03,9.63,31.89,1.97,0.26,4.0,0.022,2025-05-04,95.64,Excellent
WQ1541,Bihar,River,7.35,16.8,2.2,5.83,2.68,21.92,20.0,737.7,376.9,86.17,24.96,45.49,75.53,5.95,0.03,345.0,0.0119,2024-12-10,88.34,Good
WQ1542,MadhyaPradesh,Reservoir,6.12,19.4,1.47,6.04,3.83,6.74,519.2,413.2,200.3,79.34,23.26,48.9,51.22,14.79,2.6,1.0,0.0229,2025-01-02,84.97,Good
WQ1543,Rajasthan,River,6.42,19.0,0.06,7.72,8.5,12.33,548.4,1395.3,279.4,47.61,23.54,64.05,3.13,0.94,0.18,68.0,0.0123,2024-11-06,83.37,Good
WQ1544,Punjab,River,8.16,25.0,3.89,11.7,6.4,4.3,862.8,277.8,266.3,56.83,29.9,8.93,5.03,12.66,0.08,28.0,0.0354,2025-08-23,79.35,Good
WQ1545,Karnataka,Reservoir,6.67,24.3,9.52,5.57,2.17,4.72,481.6,310.6,396.2,46.22,14.16,380.5,1.93,1.62,0.28,212.0,0.0101,2025-04-29,89.63,Good
WQ1546,Rajasthan,Well,6.36,20.4,15.81,6.17,4.47,0.47,613.9,1094.3,347.1,24.51,36.21,22.39,30.52,13.21,0.8,8.0,0.0331,2024-01-15,81.31,Good
WQ1547,MadhyaPradesh,Well,7.63,24.9,4.17,6.87,2.48,45.41,410.9,914.0,120.5,38.56,30.2,17.71,87.39,7.57,0.21,121.0,0.0017,2025-11-18,88.4,Good
WQ1548,MadhyaPradesh,Reservoir,8.15,21.3,3.61,7.79,2.41,4.73,509.4,392.2,131.2,64.96,21.16,59.86,18.78,1.72,0.51,52.0,0.0005,2024-01-04,88.52,Good
WQ1549,MadhyaPradesh,Tap,7.78,22.6,0.44,7.53,0.37,5.16,783.5,882.2,307.9,68.13,44.21,61.64,24.24,5.13,0.32,22.0,0.0087,2025-01-10,93.65,Excellent
